etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_02,67,"[272.6058654785156, 112.572265625, 0.5621092915534973]","[291.1413269042969, 143.11544799804688, 0.38132691383361816]","[283.96630859375, 140.7198944091797, 0.23927991092205048]","[286.35797119140625, 180.24635314941406, 0.6796881556510925]","[279.7808837890625, 185.03744506835938, 0.08579432219266891]","[264.2350158691406, 209.5917510986328, 1.0388182401657104]","[264.2350158691406, 210.19064331054688, 0.23873300850391388]","[290.54339599609375, 209.5917510986328, 0.13662786781787872]","[277.98712158203125, 210.19064331054688, 0.12328585237264633]","[310.27471923828125, 268.2825622558594, 0.3496527671813965]","[263.6370849609375, 262.892578125, 0.545080840587616]","[334.78936767578125, 312.60009765625, 0.42006242275238037]","[246.29747009277344, 316.19342041015625, 0.4218519628047943]","[287.5538330078125, 141.91766357421875]","[284.2652587890625, 209.89120483398438]"
subject_02,68,"[266.51483154296875, 115.3276596069336, 0.7704642415046692]","[283.8364562988281, 143.50729370117188, 0.3789784610271454]","[279.6553649902344, 140.50946044921875, 0.23431551456451416]","[280.252685546875, 180.680419921875, 0.6166046857833862]","[274.2796936035156, 184.27783203125, 0.10465047508478165]","[258.74993896484375, 207.6609344482422, 0.6579663753509521]","[258.74993896484375, 207.6609344482422, 0.17804676294326782]","[283.8364562988281, 208.8600616455078, 0.13909456133842468]","[270.0986022949219, 207.6609344482422, 0.13618455827236176]","[299.3662109375, 267.0180358886719, 0.34516680240631104]","[257.55535888671875, 261.6219482421875, 0.4588262438774109]","[331.62030029296875, 310.786376953125, 0.38501039147377014]","[243.22019958496094, 316.1824951171875, 0.3767305910587311]","[281.74591064453125, 142.0083770751953]","[276.967529296875, 208.260498046875]"
subject_02,69,"[259.15692138671875, 111.76637268066406, 0.8432903289794922]","[277.0826110839844, 142.30810546875, 0.3819083869457245]","[271.70489501953125, 141.1103973388672, 0.2246667742729187]","[272.8999328613281, 180.03614807128906, 0.6418201327323914]","[266.32720947265625, 185.4258575439453, 0.12956008315086365]","[253.1816864013672, 208.7812957763672, 1.0265882015228271]","[253.1816864013672, 209.38015747070312, 0.23080487549304962]","[275.2900390625, 208.1824493408203, 0.14595049619674683]","[263.3395690917969, 208.7812957763672, 0.13788920640945435]","[286.6429443359375, 267.4693603515625, 0.420320063829422]","[251.38914489746094, 263.27734375, 0.44260549545288086]","[325.48193359375, 305.7962341308594, 0.3403659760951996]","[242.42628479003906, 317.7734069824219, 0.3525170385837555]","[274.39373779296875, 141.70925903320312]","[269.3148193359375, 208.48187255859375]"
subject_02,70,"[253.65985107421875, 112.7458724975586, 0.5364647507667542]","[270.4344177246094, 141.50477600097656, 0.3666808307170868]","[263.84442138671875, 140.30648803710938, 0.20234635472297668]","[268.0380554199219, 179.84999084472656, 0.5681098103523254]","[260.2498779296875, 182.845703125, 0.06408551335334778]","[248.2680206298828, 209.8071746826172, 0.6494871973991394]","[248.2680206298828, 209.20803833007812, 0.14739908277988434]","[268.0380554199219, 208.009765625, 0.1295357346534729]","[256.0562438964844, 206.81146240234375, 0.11791914701461792]","[272.8307800292969, 267.92413330078125, 0.3899824619293213]","[245.8716583251953, 263.1309814453125, 0.5420456528663635]","[317.1636047363281, 301.4761962890625, 0.26977524161338806]","[241.67800903320312, 318.2522277832031, 0.3434639573097229]","[267.139404296875, 140.9056396484375]","[262.0471496582031, 207.41061401367188]"
subject_02,71,"[240.00970458984375, 110.39055633544922, 0.4970254600048065]","[258.53802490234375, 142.11203002929688, 0.24574008584022522]","[252.56114196777344, 139.11944580078125, 0.13446122407913208]","[256.7449645996094, 180.4171905517578, 0.5037901401519775]","[250.17041015625, 181.01573181152344, 0.05776935815811157]","[242.4004669189453, 210.34310913085938, 0.8413828611373901]","[237.6189727783203, 210.34310913085938, 0.07634849101305008]","[254.951904296875, 205.5549774169922, 0.08036693185567856]","[248.9750213623047, 206.1534881591797, 0.0639248713850975]","[245.986572265625, 268.3994140625, 0.21083630621433258]","[239.41201782226562, 264.8083190917969, 0.213710218667984]","[293.2038879394531, 296.5297546386719, 0.2038486748933792]","[241.8027801513672, 318.6749267578125, 0.2534274160861969]","[255.54959106445312, 140.61573791503906]","[251.96347045898438, 205.85423278808594]"
subject_02,72,"[234.35406494140625, 111.34186553955078, 0.3980939984321594]","[253.9976348876953, 141.3358154296875, 0.24025171995162964]","[245.6639862060547, 137.73654174804688, 0.13109630346298218]","[251.02134704589844, 180.92784118652344, 0.4460974335670471]","[244.47348022460938, 179.12820434570312, 0.044536858797073364]","[239.71141052246094, 210.32191467285156, 0.656302809715271]","[234.9493408203125, 208.52227783203125, 0.045312684029340744]","[251.61659240722656, 208.52227783203125, 0.06285420060157776]","[245.6639862060547, 206.1227569580078, 0.04748225584626198]","[231.37777709960938, 266.11065673828125, 0.3070036768913269]","[239.1161346435547, 264.910888671875, 0.15115875005722046]","[278.99853515625, 295.5047302246094, 0.2735811769962311]","[242.0924530029297, 318.9000244140625, 0.2607977092266083]","[249.830810546875, 139.5361785888672]","[248.64028930664062, 207.322509765625]"
subject_02,73,"[228.75958251953125, 109.55770111083984, 0.4082847535610199]","[248.48289489746094, 138.89694213867188, 0.2783203423023224]","[238.92007446289062, 136.5019073486328, 0.10039970278739929]","[247.2875518798828, 178.4151153564453, 0.37220078706741333]","[241.310791015625, 177.21759033203125, 0.030479833483695984]","[237.7247314453125, 211.34693908691406, 0.5473763942718506]","[232.9433135986328, 207.15560913085938, 0.028413619846105576]","[245.49452209472656, 208.35311889648438, 0.04782804101705551]","[243.7014923095703, 208.35311889648438, 0.0488954521715641]","[220.98977661132812, 265.2353210449219, 0.2586016356945038]","[238.32240295410156, 264.6365661621094, 0.13347794115543365]","[260.4364318847656, 294.5745849609375, 0.14976471662521362]","[241.90846252441406, 317.32745361328125, 0.2012069970369339]","[243.70147705078125, 137.69943237304688]","[244.59800720214844, 208.35311889648438]"
subject_02,74,"[223.09646606445312, 109.30986022949219, 0.27887019515037537]","[241.59402465820312, 139.30613708496094, 0.28052860498428345]","[233.8369903564453, 136.30650329589844, 0.10148114711046219]","[241.59402465820312, 180.10104370117188, 0.40870779752731323]","[235.03036499023438, 176.50148010253906, 0.03499583899974823]","[235.03036499023438, 212.4970245361328, 0.5317016243934631]","[235.03036499023438, 210.69723510742188, 0.04146759957075119]","[234.43368530273438, 208.8974609375, 0.04080808162689209]","[240.400634765625, 208.8974609375, 0.032272327691316605]","[209.96917724609375, 261.6908874511719, 0.25268518924713135]","[236.22377014160156, 260.4910583496094, 0.25394827127456665]","[244.57748413085938, 298.28631591796875, 0.11298917979001999]","[242.7874298095703, 318.0838623046875, 0.04021015390753746]","[237.71551513671875, 137.8063201904297]","[237.4171600341797, 208.8974609375]"
subject_02,75,"[216.47344970703125, 110.34012603759766, 0.3328382670879364]","[236.08998107910156, 138.50267028808594, 0.2596578598022461]","[226.5789337158203, 137.30426025390625, 0.13321788609027863]","[236.68441772460938, 178.64927673339844, 0.3499567210674286]","[227.17337036132812, 179.24847412109375, 0.05788729339838028]","[233.11776733398438, 210.40701293945312, 0.5956537127494812]","[216.47344970703125, 203.81581115722656, 0.15341606736183167]","[227.17337036132812, 206.21261596679688, 0.07914012670516968]","[230.1455841064453, 210.40701293945312, 0.03197688236832619]","[201.61245727539062, 260.7400817871094, 0.3204176723957062]","[233.71221923828125, 261.3392639160156, 0.2591620981693268]","[230.1455841064453, 303.8826904296875, 0.17802612483501434]","[241.43994140625, 307.4779052734375, 0.042817890644073486]","[231.33445739746094, 137.90347290039062]","[228.65948486328125, 208.309814453125]"
subject_02,76,"[216.78895568847656, 110.2013931274414, 0.33874714374542236]","[235.9741668701172, 138.3907012939453, 0.2568871080875397]","[226.98109436035156, 137.191162109375, 0.13468877971172333]","[237.17324829101562, 178.575439453125, 0.3708452880382538]","[226.98109436035156, 179.17523193359375, 0.05752190575003624]","[232.97647094726562, 210.96315002441406, 0.5901662707328796]","[216.1894073486328, 204.3656768798828, 0.15819302201271057]","[226.98109436035156, 206.76475524902344, 0.07761707901954651]","[230.5783233642578, 210.36338806152344, 0.032119639217853546]","[201.20095825195312, 260.7442626953125, 0.3105318248271942]","[233.57601928710938, 261.3440246582031, 0.27205002307891846]","[229.97879028320312, 303.9278869628906, 0.17688892781734467]","[241.37001037597656, 307.5265197753906, 0.04407430440187454]","[231.47763061523438, 137.79092407226562]","[228.7797088623047, 208.56407165527344]"
subject_02,77,"[210.00238037109375, 110.40599060058594, 0.4396477937698364]","[230.8572235107422, 140.99331665039062, 0.2803671956062317]","[220.7277374267578, 137.99456787109375, 0.13171745836734772]","[232.04891967773438, 180.57693481445312, 0.46026411652565]","[218.94017028808594, 180.57693481445312, 0.1316179633140564]","[230.2613525390625, 214.76278686523438, 0.6903868913650513]","[204.63970947265625, 205.76649475097656, 0.26129817962646484]","[221.32359313964844, 206.3662567138672, 0.07516837865114212]","[224.30284118652344, 210.5645294189453, 0.03699513152241707]","[194.51022338867188, 259.1444091796875, 0.22001171112060547]","[232.04891967773438, 262.742919921875, 0.2081541270017624]","[213.57749938964844, 313.1220703125, 0.16271182894706726]","[242.1784210205078, 317.3203125, 0.15049341320991516]","[225.79248046875, 139.4939422607422]","[222.81321716308594, 208.46539306640625]"
subject_02,78,"[203.9490509033203, 110.89867401123047, 0.3329694867134094]","[223.12242126464844, 140.8707275390625, 0.2898074984550476]","[214.73406982421875, 139.07240295410156, 0.12481846660375595]","[227.31658935546875, 180.43382263183594, 0.35418346524238586]","[211.7382354736328, 178.635498046875, 0.16771727800369263]","[226.71742248535156, 215.201416015625, 0.5320379734039307]","[197.3582000732422, 201.4142608642578, 0.31211093068122864]","[215.9324188232422, 205.6103515625, 0.09297414869070053]","[221.924072265625, 209.80642700195312, 0.04947759956121445]","[187.77151489257812, 259.56005859375, 0.31239980459213257]","[229.1140899658203, 264.3555603027344, 0.21901258826255798]","[193.16403198242188, 317.705810546875, 0.19354985654354095]","[241.0974578857422, 315.907470703125, 0.22001156210899353]","[218.92825317382812, 139.9715576171875]","[218.92825317382812, 207.70838928222656]"
subject_02,79,"[197.67098999023438, 111.36201477050781, 0.37721699476242065]","[216.15528869628906, 141.90394592285156, 0.28361833095550537]","[207.8075408935547, 141.30508422851562, 0.14046286046504974]","[220.92544555664062, 182.0276641845703, 0.5035666823387146]","[204.2299346923828, 180.2310791015625, 0.20005226135253906]","[223.3105010986328, 216.76161193847656, 0.6815611720085144]","[186.34188842773438, 204.78439331054688, 0.5945160388946533]","[207.8075408935547, 213.16847229003906, 0.08569648116827011]","[217.944091796875, 214.36618041992188, 0.05652647092938423]","[184.55308532714844, 260.478515625, 0.3355666995048523]","[226.8881072998047, 265.8682861328125, 0.24612906575202942]","[175.01280212402344, 316.771484375, 0.245711550116539]","[241.1985626220703, 316.172607421875, 0.2720099985599518]","[211.98141479492188, 141.60452270507812]","[212.87582397460938, 213.767333984375]"
subject_02,80,"[191.11363220214844, 112.60953521728516, 0.48842862248420715]","[209.6242218017578, 142.53504943847656, 0.37432780861854553]","[201.2646026611328, 142.53504943847656, 0.12632907927036285]","[214.99826049804688, 183.2337188720703, 0.5187575221061707]","[197.68191528320312, 180.24119567871094, 0.28048181533813477]","[218.58096313476562, 217.3488006591797, 0.9016860723495483]","[177.37997436523438, 204.78009033203125, 0.7437723278999329]","[201.86170959472656, 208.37115478515625, 0.10570693761110306]","[209.027099609375, 213.7577362060547, 0.07171735167503357]","[180.96267700195312, 263.43408203125, 0.3210271894931793]","[222.76077270507812, 267.025146484375, 0.3420144021511078]","[161.85498046875, 312.51190185546875, 0.26558616757392883]","[240.6742401123047, 316.10296630859375, 0.3313463628292084]","[205.4444122314453, 142.53504943847656]","[205.44439697265625, 211.064453125]"
subject_02,81,"[183.43804931640625, 112.86222076416016, 0.6399084329605103]","[203.1776123046875, 143.40586853027344, 0.30793482065200806]","[194.80323791503906, 142.80697631835938, 0.15195995569229126]","[208.56112670898438, 184.13072204589844, 0.744542121887207]","[189.41973876953125, 181.13624572753906, 0.33765947818756104]","[213.9446563720703, 218.26773071289062, 1.1267317533493042]","[170.27835083007812, 203.8942413330078, 0.6244748830795288]","[194.80323791503906, 208.6854248046875, 0.11788314580917358]","[201.38311767578125, 214.07545471191406, 0.07302838563919067]","[175.66184997558594, 264.9815368652344, 0.3388180732727051]","[218.72999572753906, 267.3771057128906, 0.28503087162971497]","[151.735107421875, 314.6897888183594, 0.34105807542800903]","[239.06773376464844, 314.0909423828125, 0.3840382993221283]","[198.99041748046875, 143.10641479492188]","[198.09317016601562, 211.38043212890625]"
subject_02,82,"[177.05532836914062, 114.08045196533203, 0.5377709269523621]","[194.98704528808594, 144.0620574951172, 0.41704171895980835]","[187.81434631347656, 143.46241760253906, 0.20173442363739014]","[200.9642791748047, 184.8370361328125, 0.7133951187133789]","[182.43484497070312, 182.43849182128906, 0.31043627858161926]","[206.9415283203125, 219.01605224609375, 0.7324354648590088]","[162.11221313476562, 205.22450256347656, 0.7112549543380737]","[187.81434631347656, 209.4219512939453, 0.13475742936134338]","[194.98704528808594, 214.81863403320312, 0.07882276177406311]","[167.49172973632812, 265.1877136230469, 0.40150490403175354]","[212.91876220703125, 268.1858825683594, 0.3944503366947174]","[149.5600128173828, 317.955322265625, 0.4072900712490082]","[237.42544555664062, 310.7597351074219, 0.3967849612236023]","[191.40069580078125, 143.76223754882812]","[191.40069580078125, 212.12030029296875]"
subject_02,83,"[162.9246063232422, 113.22850036621094, 0.6251706480979919]","[180.2734375, 144.37010192871094, 0.36600956320762634]","[174.88931274414062, 143.17234802246094, 0.14146775007247925]","[186.25579833984375, 185.09371948242188, 0.5601685047149658]","[170.70166015625, 183.29708862304688, 0.1920461505651474]","[191.04168701171875, 220.42745971679688, 0.8867267370223999]","[153.3528289794922, 204.25778198242188, 0.8787795305252075]","[173.69285583496094, 208.44993591308594, 0.1590605080127716]","[180.2734375, 212.64207458496094, 0.07638020813465118]","[155.7457733154297, 263.5466003417969, 0.3815535008907318]","[191.6399383544922, 266.5409851074219, 0.37233805656433105]","[146.1739959716797, 317.44549560546875, 0.3424287438392639]","[229.3287811279297, 304.8691101074219, 0.3663068115711212]","[177.5813751220703, 143.77122497558594]","[176.983154296875, 210.54600524902344]"
subject_02,84,"[156.4925079345703, 113.3885269165039, 0.6782642602920532]","[175.0697021484375, 143.95297241210938, 0.4666450321674347]","[167.27926635742188, 142.75436401367188, 0.17025424540042877]","[177.46676635742188, 185.90414428710938, 0.579319417476654]","[167.27926635742188, 182.308349609375, 0.1350359171628952]","[179.8638153076172, 220.0644073486328, 0.820870041847229]","[151.09912109375, 203.283935546875, 0.6223416924476624]","[166.0807342529297, 211.0748748779297, 0.12287288904190063]","[170.87486267089844, 215.27000427246094, 0.08308915793895721]","[149.90060424804688, 263.8135070800781, 0.3675309121608734]","[179.8638153076172, 266.8100280761719, 0.42336347699165344]","[143.907958984375, 318.35003662109375, 0.3775460422039032]","[221.2130584716797, 300.3709716796875, 0.3460180461406708]","[171.1744842529297, 143.35366821289062]","[168.47779846191406, 213.1724395751953]"
subject_02,85,"[156.40994262695312, 113.45868682861328, 0.6680955290794373]","[174.98809814453125, 144.0320281982422, 0.46217483282089233]","[167.7965545654297, 141.63412475585938, 0.171111062169075]","[177.38528442382812, 185.39596557617188, 0.5622860193252563]","[167.197265625, 182.39857482910156, 0.13274981081485748]","[180.38177490234375, 220.16563415527344, 0.769686758518219]","[151.0162811279297, 203.38026428222656, 0.6154541373252869]","[165.99867248535156, 211.17347717285156, 0.12397532910108566]","[170.7930450439453, 215.3698272705078, 0.08374752849340439]","[149.81768798828125, 263.9274597167969, 0.3721260726451874]","[179.782470703125, 266.92486572265625, 0.42273667454719543]","[143.82473754882812, 318.4798889160156, 0.3797511160373688]","[221.13388061523438, 300.49560546875, 0.3394850492477417]","[171.392333984375, 142.83306884765625]","[168.39585876464844, 213.2716522216797]"
subject_02,86,"[150.42919921875, 112.06889343261719, 0.5870065689086914]","[168.9307861328125, 143.8296356201172, 0.3784005641937256]","[162.36572265625, 140.83334350585938, 0.16642269492149353]","[170.1244354248047, 184.5792694091797, 0.5432302951812744]","[160.57522583007812, 182.781494140625, 0.13135403394699097]","[169.52760314941406, 219.93556213378906, 0.8100901246070862]","[146.25143432617188, 206.15260314941406, 0.4053608775138855]","[158.7847442626953, 207.95037841796875, 0.14499662816524506]","[166.54348754882812, 216.3400115966797, 0.04085269942879677]","[146.25143432617188, 267.2770690917969, 0.41326481103897095]","[168.9307861328125, 267.2770690917969, 0.4995049834251404]","[143.26730346679688, 318.8133544921875, 0.3171045184135437]","[211.3053741455078, 297.2400207519531, 0.3038152754306793]","[165.64825439453125, 142.33148193359375]","[162.66412353515625, 212.14520263671875]"
subject_02,87,"[142.9285430908203, 111.68182373046875, 0.6232379674911499]","[161.47006225585938, 142.8746795654297, 0.2858838737010956]","[154.29270935058594, 141.0750732421875, 0.15001963078975677]","[161.47006225585938, 183.66529846191406, 0.628751814365387]","[151.30213928222656, 184.86505126953125, 0.1646314412355423]","[157.2832794189453, 219.0572052001953, 0.83705735206604]","[142.33042907714844, 210.05926513671875, 0.4206998944282532]","[153.0964813232422, 212.45870971679688, 0.10297882556915283]","[166.25497436523438, 214.85816955566406, 0.051691412925720215]","[142.9285430908203, 267.04620361328125, 0.30702367424964905]","[154.29270935058594, 266.44635009765625, 0.2375858724117279]","[142.9285430908203, 319.8340759277344, 0.287428617477417]","[199.7493438720703, 295.2397155761719, 0.220457524061203]","[157.88137817382812, 141.97488403320312]","[159.67572021484375, 213.658447265625]"
subject_02,88,"[137.3030242919922, 111.25714874267578, 0.41272643208503723]","[155.2311553955078, 143.01202392578125, 0.24726396799087524]","[148.65750122070312, 139.41712951660156, 0.1188889741897583]","[154.0359649658203, 182.5558319091797, 0.46754321455955505]","[148.65750122070312, 180.15924072265625, 0.05478498712182045]","[146.26708984375, 216.707275390625, 0.6160444021224976]","[141.4862518310547, 197.53453063964844, 0.07056013494729996]","[153.43833923339844, 210.1166534423828, 0.04543454945087433]","[146.26708984375, 204.1251678466797, 0.04089773818850517]","[140.29104614257812, 266.43658447265625, 0.24417102336883545]","[143.87667846679688, 265.83746337890625, 0.17010775208473206]","[143.27906799316406, 320.3599853515625, 0.18517467379570007]","[187.50181579589844, 295.7948913574219, 0.1501483917236328]","[151.9443359375, 141.21456909179688]","[149.85272216796875, 207.12091064453125]"
subject_02,89,"[131.05677795410156, 110.80500793457031, 0.4841664433479309]","[148.96775817871094, 141.40235900878906, 0.23934678733348846]","[142.9974365234375, 139.0025634765625, 0.10458507388830185]","[145.98260498046875, 180.99891662597656, 0.3563750982284546]","[141.2063446044922, 180.3989715576172, 0.0581742599606514]","[135.2360076904297, 214.59600830078125, 0.584514319896698]","[134.0419464111328, 193.5978240966797, 0.05012995004653931]","[147.17666625976562, 205.5968017578125, 0.07672710716724396]","[140.60931396484375, 204.39691162109375, 0.043169911950826645]","[138.22117614746094, 266.1915283203125, 0.13251665234565735]","[131.65382385253906, 261.3919677734375, 0.13676241040229797]","[143.594482421875, 319.5869140625, 0.22251974046230316]","[172.25204467773438, 296.1889343261719, 0.24513907730579376]","[145.98260498046875, 140.20245361328125]","[143.8929901123047, 204.99685668945312]"
subject_02,90,"[123.95707702636719, 109.54413604736328, 0.3823745548725128]","[142.42955017089844, 140.72299194335938, 0.21888244152069092]","[137.0665740966797, 139.5238037109375, 0.06478042900562286]","[137.66246032714844, 180.895751953125, 0.30980485677719116]","[132.2994842529297, 180.895751953125, 0.05588606745004654]","[123.95707702636719, 213.87342834472656, 0.42509323358535767]","[123.36119079589844, 211.47503662109375, 0.03895214572548866]","[143.0254364013672, 204.87950134277344, 0.06927365064620972]","[135.27891540527344, 204.27992248535156, 0.03833502158522606]","[136.47068786621094, 263.04010009765625, 0.11636610329151154]","[120.38175964355469, 260.0421142578125, 0.260456383228302]","[143.62132263183594, 319.40191650390625, 0.19401609897613525]","[155.53904724121094, 297.8165283203125, 0.17513911426067352]","[139.74806213378906, 140.12339782714844]","[139.1521759033203, 204.5797119140625]"
subject_02,91,"[118.94783020019531, 109.42523956298828, 0.2984485626220703]","[135.6097412109375, 140.62384033203125, 0.2315116822719574]","[142.7505645751953, 137.0240020751953, 0.06259781867265701]","[130.25413513183594, 179.6220703125, 0.3538956344127655]","[127.2787857055664, 179.6220703125, 0.038935236632823944]","[114.18728637695312, 209.02076721191406, 0.42601433396339417]","[112.99715423583984, 210.22068786621094, 0.038504887372255325]","[137.3949432373047, 204.22097778320312, 0.06245416775345802]","[127.87386322021484, 204.82093811035156, 0.039832696318626404]","[134.41961669921875, 261.2183837890625, 0.15390193462371826]","[111.21194458007812, 259.4184875488281, 0.2857781946659088]","[143.3456268310547, 318.2158203125, 0.15725848078727722]","[139.18014526367188, 295.4168395996094, 0.06179126352071762]","[139.18014526367188, 138.82391357421875]","[132.6343994140625, 204.52096557617188]"
subject_02,92,"[112.09478759765625, 110.33851623535156, 0.5534117221832275]","[129.93994140625, 140.92898559570312, 0.2074788212776184]","[125.18122863769531, 140.32916259765625, 0.05988633632659912]","[122.80187225341797, 180.51661682128906, 0.3405511975288391]","[118.63801574707031, 183.5157012939453, 0.04804592579603195]","[102.5773696899414, 207.5082244873047, 0.3377581834793091]","[100.79285430908203, 210.5072784423828, 0.10780410468578339]","[131.12960815429688, 206.90841674804688, 0.07752496749162674]","[123.9915542602539, 206.90841674804688, 0.04421970620751381]","[131.72445678710938, 263.29083251953125, 0.1844874769449234]","[104.36188507080078, 257.89251708984375, 0.32157883048057556]","[143.02638244628906, 319.0734558105469, 0.18111804127693176]","[125.18122863769531, 306.47735595703125, 0.17300042510032654]","[127.56058502197266, 140.6290740966797]","[127.56057739257812, 206.90841674804688]"
subject_02,93,"[105.82173919677734, 109.88999938964844, 0.4338335394859314]","[124.38142395019531, 139.88377380371094, 0.18199920654296875]","[118.99312591552734, 139.28390502929688, 0.06674198806285858]","[115.99962615966797, 178.27581787109375, 0.3234570026397705]","[124.38142395019531, 177.67593383789062, 0.06283095479011536]","[92.65034484863281, 206.469970703125, 0.4888133406639099]","[92.65034484863281, 207.6697235107422, 0.03477804362773895]","[125.57882690429688, 208.26959228515625, 0.07231352478265762]","[118.99312591552734, 207.6697235107422, 0.05532746762037277]","[129.7697296142578, 264.0580139160156, 0.1586114466190338]","[99.23603820800781, 255.65977478027344, 0.28806307911872864]","[142.9411163330078, 318.6466979980469, 0.23380647599697113]","[107.01913452148438, 311.4482116699219, 0.2211066335439682]","[121.68727111816406, 139.58383178710938]","[122.28598022460938, 207.96966552734375]"
subject_02,94,"[100.2674331665039, 113.3045425415039, 0.4626772105693817]","[116.38944244384766, 139.65037536621094, 0.24462610483169556]","[124.15188598632812, 138.4528350830078, 0.09951125830411911]","[108.02986907958984, 180.3666534423828, 0.5461235046386719]","[118.18077850341797, 177.97158813476562, 0.10248544812202454]","[82.95120239257812, 206.71249389648438, 0.6789680123329163]","[84.14542388916016, 206.71249389648438, 0.13224543631076813]","[118.18077850341797, 206.1137237548828, 0.09965621680021286]","[112.80677032470703, 205.51495361328125, 0.05476765334606171]","[127.73455047607422, 265.9906311035156, 0.24753716588020325]","[94.8934326171875, 257.60784912109375, 0.3319135010242462]","[142.0652313232422, 317.4847412109375, 0.24936245381832123]","[88.92231750488281, 315.6884460449219, 0.23185940086841583]","[120.27066040039062, 139.05160522460938]","[115.4937744140625, 205.8143310546875]"
subject_02,95,"[94.12519836425781, 116.75553131103516, 0.6129202246665955]","[109.63404083251953, 141.94039916992188, 0.3624434471130371]","[117.98497009277344, 139.54183959960938, 0.09859828650951385]","[101.8796157836914, 180.31732177734375, 0.7212664484977722]","[112.61650848388672, 180.31732177734375, 0.08597398549318314]","[74.44087219238281, 206.10183715820312, 0.7366389036178589]","[76.23036193847656, 206.10183715820312, 0.2096279114484787]","[112.61650848388672, 206.70147705078125, 0.1141655370593071]","[105.45858001708984, 206.70147705078125, 0.07285211235284805]","[125.73938751220703, 266.6654357910156, 0.2882366180419922]","[91.14271545410156, 261.86834716796875, 0.40711626410484314]","[141.84474182128906, 317.63482666015625, 0.3203703463077545]","[74.44087219238281, 311.638427734375, 0.3312641978263855]","[113.80950927734375, 140.74111938476562]","[109.03754425048828, 206.70147705078125]"
subject_02,96,"[87.33428192138672, 114.3843765258789, 0.44674935936927795]","[104.07381439208984, 142.5758819580078, 0.35876330733299255]","[113.04141998291016, 141.37623596191406, 0.1314426064491272]","[94.50836181640625, 180.9643096923828, 0.7701013684272766]","[117.82414245605469, 181.5641326904297, 0.20485243201255798]","[67.60554504394531, 205.556884765625, 1.0183348655700684]","[123.20470428466797, 215.15399169921875, 0.3262919485569]","[104.07381439208984, 206.1566925048828, 0.11412083357572556]","[101.08460998535156, 209.1558074951172, 0.05989627167582512]","[121.41117858886719, 268.53790283203125, 0.2700161635875702]","[86.13859558105469, 264.33917236328125, 0.39796605706214905]","[141.7377471923828, 317.72308349609375, 0.3172784745693207]","[65.21417999267578, 309.9254150390625, 0.31434664130210876]","[108.5576171875, 141.97605895996094]","[102.57920837402344, 207.65625]"
subject_02,97,"[82.95527648925781, 117.93840026855469, 0.5080364942550659]","[96.68704986572266, 142.5040740966797, 0.38995060324668884]","[109.22474670410156, 142.5040740966797, 0.21621420979499817]","[88.3285903930664, 181.44964599609375, 0.9905372262001038]","[112.20991516113281, 182.64797973632812, 0.3122205436229706]","[60.26801681518555, 206.614501953125, 1.0834754705429077]","[118.77728271484375, 217.9986114501953, 0.3462992310523987]","[97.2840805053711, 206.0153350830078, 0.11703767627477646]","[101.46331787109375, 203.01951599121094, 0.06747198104858398]","[116.9861831665039, 268.3282775878906, 0.3336389362812042]","[78.77604675292969, 261.73748779296875, 0.41555550694465637]","[141.46453857421875, 315.66217041015625, 0.38010963797569275]","[60.86505126953125, 314.46380615234375, 0.3386246860027313]","[102.95590209960938, 142.5040740966797]","[99.37370300292969, 204.51742553710938]"
subject_02,98,"[75.76927947998047, 117.40784454345703, 0.655742883682251]","[89.50639343261719, 141.98472595214844, 0.36774742603302]","[100.85445404052734, 141.98472595214844, 0.1567995548248291]","[81.741943359375, 182.14695739746094, 0.6842572093009949]","[107.42437744140625, 183.3458251953125, 0.408109575510025]","[56.05950164794922, 207.32325744628906, 0.7369980812072754]","[113.39704132080078, 216.9142608642578, 0.5190960168838501]","[91.89546966552734, 207.32325744628906, 0.09224735200405121]","[96.67359161376953, 203.72666931152344, 0.057242341339588165]","[109.21617126464844, 267.2668762207031, 0.2857636511325836]","[72.78295135498047, 261.8719787597656, 0.40363991260528564]","[139.0794677734375, 314.62237548828125, 0.35753753781318665]","[59.045833587646484, 315.8211975097656, 0.4286578297615051]","[95.180419921875, 141.98472595214844]","[94.28453063964844, 205.52496337890625]"
subject_02,99,"[69.8954849243164, 115.89871978759766, 0.6154388189315796]","[83.03791809082031, 144.033203125, 0.42540472745895386]","[97.37511444091797, 143.43460083007812, 0.18400993943214417]","[75.86932373046875, 181.745361328125, 0.8916897773742676]","[99.7646484375, 184.7384033203125, 0.3834701478481293]","[52.571372985839844, 207.4854278564453, 0.852786123752594]","[107.53062438964844, 216.46450805664062, 0.4707953929901123]","[85.42745208740234, 206.28822326660156, 0.13393954932689667]","[86.6222152709961, 206.28822326660156, 0.058328777551651]","[97.37511444091797, 266.1488342285156, 0.3055083155632019]","[67.50595092773438, 263.1557922363281, 0.3794700801372528]","[133.81549072265625, 311.0442810058594, 0.35277777910232544]","[56.753055572509766, 315.8331298828125, 0.4043255150318146]","[90.20651245117188, 143.73390197753906]","[86.02483367919922, 206.28822326660156]"
